CellTowerId,DateTime,DbmSignalStrength,Direction,HandsetMake,HandsetModel,Jitter,Latency,Latitude,LocationAccuracy,Longitude,Loss,NetworkGeneration,NetworkOperatorMCCMNC,NetworkOperatorName,NetworkTechnology,SimOperatorMCCMNC,SimOperatorName
LTE:20508706:146:311:480:20480,2018-10-11 18:33:47+00:00,-81.0,Download,motorola,XT1710-02,3.689173460006714,102.30000305175781,40.7535643,500.0,-74.0037545,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-11 13:12:28+00:00,-93.0,Upload,motorola,XT1710-02,6.391204833984375,111.55000305175781,40.7527906,300.0,-74.0026527,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-11 13:12:30+00:00,-93.0,Download,motorola,XT1710-02,3.383415460586548,109.55000305175781,40.7527906,300.0,-74.0026527,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-11 13:13:08+00:00,-98.0,Upload,motorola,XT1710-02,6.640783309936523,113.0,40.7527906,300.0,-74.0026527,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-11 13:13:10+00:00,-98.0,Download,motorola,XT1710-02,3.9484174251556396,106.9000015258789,40.7527906,300.0,-74.0026527,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-11 14:10:32+00:00,-109.0,Upload,motorola,XT1710-02,6.707272052764893,116.25,40.7527906,300.0,-74.0026527,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-11 14:10:27+00:00,-109.0,Download,motorola,XT1710-02,11.360457420349121,134.8000030517578,40.7527906,300.0,-74.0026527,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-11 11:21:18+00:00,-98.0,Upload,motorola,XT1710-02,7.123201370239258,131.39999389648438,40.7527906,300.0,-74.0026527,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-11 11:21:20+00:00,-98.0,Download,motorola,XT1710-02,3.6779749393463135,123.6500015258789,40.7527906,300.0,-74.0026527,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-11 11:21:58+00:00,-102.0,Upload,motorola,XT1710-02,7.4180521965026855,111.8499984741211,40.7530509,500.0,-74.004489,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-11 11:21:53+00:00,-102.0,Download,motorola,XT1710-02,5.301886558532715,110.69999694824219,40.7530509,500.0,-74.004489,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-10 17:25:21+00:00,-94.0,Upload,motorola,XT1710-02,7.8549346923828125,95.0,40.752948,58.82600021362305,-74.0027042,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-10 17:25:28+00:00,-94.0,Download,motorola,XT1710-02,4.753945827484131,103.0,40.752948,58.82600021362305,-74.0027042,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-10 16:29:05+00:00,-107.0,Upload,motorola,XT1710-02,6.310903072357178,117.6500015258789,40.7535643,500.0,-74.0037545,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-10 16:29:01+00:00,-107.0,Download,motorola,XT1710-02,3.967366933822632,112.4000015258789,40.7535643,500.0,-74.0037545,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-10 16:29:41+00:00,-107.0,Upload,motorola,XT1710-02,4.64623498916626,118.75,40.7535643,500.0,-74.0037545,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-10 16:29:44+00:00,-107.0,Download,motorola,XT1710-02,5.535340785980225,102.4000015258789,40.7535643,500.0,-74.0037545,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-10 17:24:51+00:00,-93.0,Upload,motorola,XT1710-02,4.30580997467041,105.5999984741211,40.7530624,122.4000015258789,-74.0027652,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-10 17:24:46+00:00,-93.0,Download,motorola,XT1710-02,2.9236106872558594,106.55000305175781,40.7530624,122.4000015258789,-74.0027652,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-10 11:34:55+00:00,-77.0,Upload,motorola,XT1710-02,6.805145263671875,146.6999969482422,40.7536544,6.067999839782715,-74.00359089,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-10 11:34:59+00:00,-77.0,Download,motorola,XT1710-02,19.683177947998047,158.14999389648438,40.7536544,6.067999839782715,-74.00359089,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-10 15:17:17+00:00,-92.0,Upload,motorola,XT1710-02,6.8088178634643555,109.80000305175781,40.7530624,110.0,-74.0027652,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-10 15:17:20+00:00,-92.0,Download,motorola,XT1710-02,4.080134868621826,115.05000305175781,40.7530624,110.0,-74.0027652,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-09 11:44:49+00:00,-91.0,Upload,motorola,XT1710-02,6.737210273742676,131.10000610351562,40.7533041,23.14699935913086,-74.0028934,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-09 11:44:57+00:00,-91.0,Download,motorola,XT1710-02,3.2935543060302734,111.55000305175781,40.7533041,23.14699935913086,-74.0028934,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-09 17:14:43+00:00,-99.0,Upload,motorola,XT1710-02,6.504613876342773,113.69999694824219,40.7527906,300.0,-74.0026527,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20508706:146:311:480:20480,2018-10-09 17:14:45+00:00,-99.0,Download,motorola,XT1710-02,4.234087944030762,113.1500015258789,40.7527906,300.0,-74.0026527,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:19782707:233:310:120:2314,2018-10-11 18:05:30+00:00,-105.0,Download,LGE,Nexus 5X,3.6779749393463135,127.8499984741211,40.74825222,60.0,-74.00123164,0.0,4G,310120,Fi Network,LTE,310120,Sprint
LTE:19782707:233:310:120:2314,2018-10-11 18:04:53+00:00,-104.0,Download,LGE,Nexus 5X,3.990927219390869,123.3499984741211,40.748202,19.347000122070312,-74.0013413,0.0,4G,310120,Fi Network,LTE,310120,Sprint
LTE:19782707:233:310:120:2314,2018-10-11 15:06:11+00:00,-110.0,Upload,LGE,Nexus 5X,8.420807838439941,131.6999969482422,40.7482059,19.2189998626709,-74.0013408,0.0,4G,310120,Fi Network,LTE,310120,Sprint
LTE:19782707:233:310:120:2314,2018-10-11 15:06:14+00:00,-110.0,Download,LGE,Nexus 5X,3.224903106689453,124.0,40.7482059,19.2189998626709,-74.0013408,0.0,4G,310120,Fi Network,LTE,310120,Sprint
LTE:19782707:233:310:120:2314,2018-10-11 18:04:59+00:00,-104.0,Upload,LGE,Nexus 5X,8.127115249633789,136.5,40.748202,19.347000122070312,-74.0013413,0.0,4G,310120,Fi Network,LTE,310120,Sprint
LTE:19782707:233:310:120:2314,2018-10-11 18:05:27+00:00,-105.0,Upload,LGE,Nexus 5X,8.158431053161621,120.19999694824219,40.74825222,60.0,-74.00123164,0.0,4G,310120,Fi Network,LTE,310120,Sprint
LTE:11706114:146:310:260:22592,2018-10-08 23:46:15+00:00,-74.0,Upload,LGE,LG-TP260,12.31300163269043,83.30000305175781,40.75562434,31.856998443603516,-73.99008168,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11706114:146:310:260:22592,2018-10-08 23:46:25+00:00,-74.0,Download,LGE,LG-TP260,6.894925594329834,100.4000015258789,40.75562434,31.856998443603516,-73.99008168,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11706114:146:310:260:22592,2018-10-08 23:46:39+00:00,-76.0,Upload,LGE,LG-TP260,6.515174388885498,97.94999694824219,40.75584742,30.34000015258789,-73.98945422,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11706114:146:310:260:22592,2018-10-08 23:46:41+00:00,-76.0,Download,LGE,LG-TP260,2.835489273071289,107.4000015258789,40.75584742,30.34000015258789,-73.98945422,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:20538390:373:311:480:20480,2018-10-11 19:29:22+00:00,-99.0,Download,motorola,XT1710-02,3.769615411758423,106.69999694824219,40.7501054,25.347000122070312,-73.9942203,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20538390:373:311:480:20480,2018-10-11 19:30:00+00:00,-99.0,Upload,motorola,XT1710-02,6.054749965667725,118.80000305175781,40.7501054,25.347000122070312,-73.9942203,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20538390:373:311:480:20480,2018-10-11 19:30:02+00:00,-99.0,Download,motorola,XT1710-02,4.543951988220215,130.4499969482422,40.7501054,25.347000122070312,-73.9942203,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20538390:373:311:480:20480,2018-10-11 19:29:19+00:00,-99.0,Upload,motorola,XT1710-02,6.6302337646484375,97.80000305175781,40.7501054,25.347000122070312,-73.9942203,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:18973971:32:310:120:2314,2018-10-11 16:02:00+00:00,-101.0,Upload,LGE,Nexus 5X,5.284647464752197,127.3499984741211,40.7482059,19.34000015258789,-74.0013336,0.0,4G,310120,Fi Network,LTE,310120,Sprint
LTE:18973971:32:310:120:2314,2018-10-11 16:02:03+00:00,-101.0,Download,LGE,Nexus 5X,5.107837200164795,108.0999984741211,40.7482059,19.34000015258789,-74.0013336,0.0,4G,310120,Fi Network,LTE,310120,Sprint
LTE:18973971:32:310:120:2314,2018-10-11 20:54:42+00:00,-95.0,Upload,LGE,Nexus 5X,4.5986409187316895,130.0500030517578,40.7482063,19.07200050354004,-74.0013395,0.0,4G,310120,Fi Network,LTE,310120,Sprint
LTE:18973971:32:310:120:2314,2018-10-11 20:54:45+00:00,-95.0,Download,LGE,Nexus 5X,9.22212028503418,110.94999694824219,40.7482063,19.07200050354004,-74.0013395,0.0,4G,310120,Fi Network,LTE,310120,Sprint
LTE:18973971:32:310:120:2314,2018-10-11 21:04:39+00:00,-85.0,Download,LGE,Nexus 5X,4.129164695739746,131.5,40.748981,300.0,-74.0019182,0.0,4G,310120,Fi Network,LTE,310120,Sprint
LTE:18973971:32:310:120:2314,2018-10-11 21:04:35+00:00,-85.0,Upload,LGE,Nexus 5X,16.491209030151367,141.8000030517578,40.748981,300.0,-74.0019182,0.0,4G,310120,Fi Network,LTE,310120,Sprint
LTE:20697632:206:311:480:20480,2018-10-11 13:46:44+00:00,-69.0,Upload,LGE,VS985 4G,11.964948654174805,116.19999694824219,40.7471055,100.0,-73.9932366,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20697632:206:311:480:20480,2018-10-11 13:46:47+00:00,-69.0,Download,LGE,VS985 4G,7.469939708709717,89.0,40.7471055,100.0,-73.9932366,0.0,4G,311480,Verizon Wireless,LTE,311480,
WCDMA:157167699:11924:310:410:468,2018-10-11 01:35:34+00:00,-113.0,Upload,samsung,SAMSUNG-SM-G870A,55.136444091796875,242.64999389648438,40.74858983,8.0,-73.98853559,0.0,3G,310410,AT&T,HSPAPlus,310410,
WCDMA:157167699:11924:310:410:468,2018-10-11 01:35:39+00:00,-113.0,Download,samsung,SAMSUNG-SM-G870A,11.533754348754883,157.14999389648438,40.74858983,8.0,-73.98853559,0.0,3G,310410,AT&T,HSPAPlus,310410,
LTE:11706115:145:310:260:22592,2018-10-09 22:14:08+00:00,-94.0,Upload,OnePlus,ONEPLUS A6003,7.307530403137207,8.0,40.7550275,62.13100051879883,-73.9914934,0.0,3G,310260,T-Mobile,Unknown,310260,
LTE:11706115:145:310:260:22592,2018-10-11 22:08:14+00:00,-92.0,Upload,OnePlus,ONEPLUS A6003,8.206552505493164,153.9499969482422,40.7548901,73.9520034790039,-73.9915714,0.0,3G,310260,T-Mobile,Unknown,310260,
LTE:11706115:145:310:260:22592,2018-10-11 22:08:16+00:00,-92.0,Download,OnePlus,ONEPLUS A6003,22.199718475341797,53.849998474121094,40.7548901,73.9520034790039,-73.9915714,0.0,3G,310260,T-Mobile,Unknown,310260,
LTE:11706115:145:310:260:22592,2018-10-11 22:09:32+00:00,-93.0,Upload,OnePlus,ONEPLUS A6003,7.871467590332031,141.8000030517578,40.7549593,58.96799850463867,-73.9915338,0.0,3G,310260,T-Mobile,Unknown,310260,
LTE:11706115:145:310:260:22592,2018-10-11 22:09:35+00:00,-93.0,Download,OnePlus,ONEPLUS A6003,3.9420807361602783,95.4000015258789,40.7549593,58.96799850463867,-73.9915338,0.0,3G,310260,T-Mobile,Unknown,310260,
LTE:11706115:145:310:260:22592,2018-10-11 23:04:32+00:00,-92.0,Upload,OnePlus,ONEPLUS A6003,8.108020782470703,152.60000610351562,40.7548905,72.92900085449219,-73.9915914,0.0,3G,310260,T-Mobile,Unknown,310260,
LTE:11706115:145:310:260:22592,2018-10-11 23:04:35+00:00,-92.0,Download,OnePlus,ONEPLUS A6003,3.5422451496124268,111.55000305175781,40.7548905,72.92900085449219,-73.9915914,0.0,3G,310260,T-Mobile,Unknown,310260,
LTE:11706115:145:310:260:22592,2018-10-11 23:05:08+00:00,-93.0,Upload,OnePlus,ONEPLUS A6003,7.178265571594238,120.1500015258789,40.7550335,51.98500061035156,-73.9913719,0.0,3G,310260,T-Mobile,Unknown,310260,
LTE:11706115:145:310:260:22592,2018-10-11 23:05:02+00:00,-93.0,Download,OnePlus,ONEPLUS A6003,4.702126979827881,103.69999694824219,40.7550335,51.98500061035156,-73.9913719,0.0,3G,310260,T-Mobile,Unknown,310260,
LTE:11638273:263:310:260:22592,2018-10-10 17:54:40+00:00,-98.0,Upload,samsung,SM-G950U,6.475144863128662,146.85000610351562,40.7523599,19.827999114990234,-73.9894241,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11638273:263:310:260:22592,2018-10-10 17:54:43+00:00,-98.0,Download,samsung,SM-G950U,34.66626739501953,53.5,40.7523599,19.827999114990234,-73.9894241,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:20717057:303:311:480:20480,2018-10-11 22:10:39+00:00,-88.0,Download,motorola,XT1650,28.129165649414062,245.5,40.7503746,82.5,-73.9917949,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20717057:303:311:480:20480,2018-10-11 22:10:25+00:00,-88.0,Upload,motorola,XT1650,199.89122009277344,788.0,40.7503746,82.5,-73.9917949,0.4000000059604645,4G,311480,Verizon Wireless,LTE,311480,
LTE:20595232:35:311:480:20480,2018-10-11 13:45:02+00:00,-73.0,Upload,LGE,VS985 4G,10.232789993286133,117.69999694824219,40.74752847,43.0,-73.99315904,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20595232:35:311:480:20480,2018-10-11 13:45:05+00:00,-73.0,Download,LGE,VS985 4G,3.5139009952545166,99.05000305175781,40.74752847,43.0,-73.99315904,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20595222:34:311:480:20480,2018-10-11 13:41:25+00:00,-74.0,Upload,LGE,VS985 4G,30.366552352905273,145.64999389648438,40.74972263,46.0,-73.99174263,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20595222:34:311:480:20480,2018-10-11 13:41:20+00:00,-74.0,Download,LGE,VS985 4G,4.217523097991943,97.25,40.74972263,46.0,-73.99174263,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20595222:34:311:480:20480,2018-10-11 13:43:09+00:00,-85.0,Upload,LGE,VS985 4G,9.488941192626953,112.5999984741211,40.7497377,25.69499969482422,-73.9915955,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20595222:34:311:480:20480,2018-10-11 13:44:04+00:00,-64.0,Upload,LGE,VS985 4G,13.241128921508789,114.6500015258789,40.74838077,41.0,-73.99255968,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20595222:34:311:480:20480,2018-10-11 13:44:07+00:00,-64.0,Download,LGE,VS985 4G,3.21091890335083,101.30000305175781,40.74838077,41.0,-73.99255968,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20595222:34:311:480:20480,2018-10-11 13:43:12+00:00,-85.0,Download,LGE,VS985 4G,4.725198268890381,108.6500015258789,40.7497377,25.69499969482422,-73.9915955,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20595224:34:311:480:20480,2018-10-11 22:08:38+00:00,-82.0,Upload,samsung,SM-G960U,12.912784576416016,158.60000610351562,40.7497617,23.875999450683594,-73.9918809,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:20595224:34:311:480:20480,2018-10-11 22:08:35+00:00,-82.0,Download,samsung,SM-G960U,66.11172485351562,251.8000030517578,40.7497617,23.875999450683594,-73.9918809,0.0,4G,311480,Verizon Wireless,LTE,311480,
LTE:11727873:320:310:260:22542,2018-10-10 16:41:53+00:00,-93.0,Upload,Essential Products,PH-1,4.592113018035889,84.75,40.7538312,24.729999542236328,-73.9914293,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11727873:320:310:260:22542,2018-10-10 16:41:48+00:00,-93.0,Download,Essential Products,PH-1,3.579106092453003,78.30000305175781,40.7538312,24.729999542236328,-73.9914293,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11727873:320:310:260:22542,2018-10-10 14:48:41+00:00,-94.0,Upload,Essential Products,PH-1,4.596466064453125,80.6500015258789,40.7537204,50.000999450683594,-73.991378,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11727873:320:310:260:22542,2018-10-10 14:48:45+00:00,-94.0,Download,Essential Products,PH-1,3.3481338024139404,74.69999694824219,40.7537204,50.000999450683594,-73.991378,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11727873:320:310:260:22542,2018-10-10 15:45:24+00:00,-95.0,Upload,Essential Products,PH-1,4.609500885009766,88.94999694824219,40.7537922,20.714000701904297,-73.9913302,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11727873:320:310:260:22542,2018-10-10 15:45:26+00:00,-95.0,Download,Essential Products,PH-1,4.891574382781982,71.8499984741211,40.7537922,20.714000701904297,-73.9913302,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11727873:320:310:260:22542,2018-10-08 20:07:05+00:00,-96.0,Upload,Essential Products,PH-1,5.0507426261901855,83.30000305175781,40.7537731,28.354999542236328,-73.9914574,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11727873:320:310:260:22542,2018-10-08 20:07:07+00:00,-96.0,Download,Essential Products,PH-1,3.4510867595672607,82.69999694824219,40.7537731,28.354999542236328,-73.9914574,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11727873:320:310:260:22542,2018-10-08 19:10:36+00:00,-99.0,Upload,Essential Products,PH-1,5.103675365447998,89.44999694824219,40.7539314,20.238000869750977,-73.9914625,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11727873:320:310:260:22542,2018-10-08 19:10:39+00:00,-99.0,Download,Essential Products,PH-1,4.080134868621826,74.44999694824219,40.7539314,20.238000869750977,-73.9914625,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11727880:376:310:260:22542,2018-10-08 17:17:48+00:00,-90.0,Download,LGE,LGMS550,81.97981262207031,893.0999755859375,40.75356111,71.29899597167969,-73.98952076,0.0,4G,310260,MetroPCS,LTE,310260,
LTE:11727880:376:310:260:22542,2018-10-08 17:17:29+00:00,-90.0,Upload,LGE,LGMS550,6.2761454582214355,550.9000244140625,40.75356111,71.29899597167969,-73.98952076,0.0,4G,310260,MetroPCS,LTE,310260,
LTE:11727874:319:310:260:22542,2018-10-10 21:48:24+00:00,-98.0,Download,samsung,SM-G950U,22.045181274414062,76.0999984741211,40.75322498,53.60000228881836,-73.9930504,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11727874:319:310:260:22542,2018-10-10 21:48:21+00:00,-98.0,Upload,samsung,SM-G950U,4.639773845672607,117.8499984741211,40.75322498,53.60000228881836,-73.9930504,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11727926:237:310:260:22542,2018-10-10 19:54:32+00:00,-90.0,Upload,samsung,SM-G950U,7.644606113433838,110.5999984741211,40.75253925,78.2560043334961,-73.99239451,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11727926:237:310:260:22542,2018-10-10 19:54:35+00:00,-90.0,Download,samsung,SM-G950U,4.417012691497803,105.30000305175781,40.75253925,78.2560043334961,-73.99239451,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11727926:237:310:260:22542,2018-10-10 19:54:09+00:00,-91.0,Upload,samsung,SM-G950U,15.581720352172852,116.9000015258789,40.75317945,48.2400016784668,-73.99260604,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11727926:237:310:260:22542,2018-10-10 19:54:18+00:00,-91.0,Download,samsung,SM-G950U,4.816637992858887,101.0,40.75317945,48.2400016784668,-73.99260604,0.0,4G,310260,T-Mobile,LTE,310260,
LTE:11645192:159:310:260:22592,2018-10-10 23:57:11+00:00,-62.0,Download,samsung,SM-G950F,31.448806762695312,91.1500015258789,40.75488454112048,400.0,-73.98702676170252,0.0,4G,310260,T-Mobile,LTE,24001,Telia
LTE:11645192:159:310:260:22592,2018-10-10 23:57:06+00:00,-62.0,Upload,samsung,SM-G950F,5.6488938331604,187.3000030517578,40.75488454112048,400.0,-73.98702676170252,0.0,4G,310260,T-Mobile,LTE,24001,Telia
LTE:11645241:291:310:260:22592,2018-10-10 21:35:16+00:00,-82.0,Upload,OnePlus,ONEPLUS A3000,9.939315795898438,122.0999984741211,40.75383246,20.368000030517578,-73.98772872,0.0,4G,310260,T-Mobile,LTE,310260,
